89.83,96.18,errs, analogies, stationary, racquet, stargazer, imbeciles, slighting
102.71,99.99,zapping, debut, offers, satrap, tagged, kilotons, boyfriends
103.66,99.99,demoralised, debut, offers, satrap, tagged, kilotons, charitable
103.45,99.99,headwords, debut, cols, satrap, campus, soldering, potions
103.78,99.99,headwords, debut, cols, satrap, campus, soldering, firsthand
103.44,99.99,headwords, debut, cols, satrap, campus, soldering, categorised
104.33,100.0,headwords, debut, cols, satrap, campus, soldering, teaspoons
104.14,100.0,headwords, debut, cols, satrap, campus, soldering, humiliated
104.18,100.0,headwords, debut, cols, satrap, campus, soldering, elusiveness
103.0,99.99,headwords, debut, cols, satrap, campus, soldering, wholewheat
103.61,99.99,headwords, debut, cols, satrap, campus, soldering, recorders
104.33,100.0,headwords, debut, cols, satrap, campus, soldering, impugn
103.12,99.99,headwords, debut, cols, satrap, campus, soldering, radials
103.68,99.99,headwords, debut, cols, satrap, campus, soldering, quantifying
104.09,100.0,headwords, debut, cols, satrap, campus, soldering, developed
103.58,99.99,headwords, debut, cols, satrap, campus, soldering, engrossed
103.3,99.99,headwords, debut, cols, satrap, campus, soldering, persecutors
103.44,99.99,headwords, debut, cols, satrap, campus, soldering, laces
103.5,99.99,headwords, debut, cols, satrap, campus, soldering, walked
103.11,99.99,headwords, debut, cols, satrap, campus, soldering, avowal
103.72,99.99,headwords, debut, cols, satrap, campus, soldering, cleaving
103.88,99.99,headwords, debut, cols, satrap, campus, soldering, unnerve
104.14,100.0,headwords, debut, cols, satrap, campus, soldering, ensnare
102.62,99.99,headwords, debut, cols, satrap, campus, soldering, athletic
103.95,99.99,headwords, debut, cols, satrap, campus, soldering, breakup
104.05,100.0,headwords, debut, cols, satrap, campus, soldering, lobotomy
104.15,100.0,headwords, debut, cols, satrap, campus, soldering, deeply
104.19,100.0,headwords, debut, cols, satrap, campus, soldering, luggage
103.8,99.99,headwords, debut, cols, satrap, campus, soldering, ruminate
104.16,100.0,headwords, debut, cols, satrap, campus, soldering, disgust
103.19,99.99,headwords, debut, cols, satrap, campus, soldering, undignified
103.84,99.99,headwords, debut, cols, satrap, campus, soldering, thromboses
102.97,99.99,headwords, debut, cols, satrap, campus, soldering, slantwise
103.25,99.99,headwords, debut, cols, satrap, campus, soldering, dispensed
103.88,99.99,headwords, debut, cols, satrap, campus, soldering, pragmatists
103.42,99.99,headwords, debut, cols, satrap, campus, soldering, biplane
103.51,99.99,headwords, debut, cols, satrap, campus, soldering, poignantly
103.37,99.99,headwords, debut, cols, satrap, campus, soldering, closest
103.12,99.99,headwords, debut, cols, satrap, campus, soldering, reiteration
103.86,99.99,headwords, debut, cols, satrap, campus, soldering, buttressing
103.8,99.99,headwords, debut, cols, satrap, campus, soldering, funniest
103.03,99.99,headwords, debut, cols, satrap, campus, soldering, hesitations
103.81,99.99,headwords, debut, cols, satrap, campus, soldering, outwitted
103.49,99.99,headwords, debut, cols, satrap, campus, soldering, tormenting
103.67,99.99,headwords, debut, cols, satrap, campus, soldering, shipload
102.72,99.99,headwords, debut, cols, satrap, campus, soldering, chemistry
103.61,99.99,headwords, debut, cols, satrap, campus, soldering, beheaded
104.15,100.0,headwords, debut, cols, satrap, campus, soldering, peaches
103.96,99.99,headwords, debut, cols, satrap, campus, soldering, warmonger
103.43,99.99,headwords, debut, cols, satrap, campus, soldering, warships
103.32,99.99,headwords, debut, cols, satrap, campus, soldering, fungal
102.29,99.99,headwords, debut, blocs, satrap, campus, soldering, developers
102.53,99.99,headwords, debut, blocs, satrap, campus, soldering, visitor
101.86,99.98,headwords, debut, blocs, satrap, campus, soldering, enjoys
102.33,99.99,headwords, debut, blocs, satrap, campus, soldering, stumbled
102.73,99.99,headwords, debut, blocs, satrap, campus, soldering, stretchy
102.87,99.99,headwords, debut, emasculation, satrap, campus, soldering, stretchy
102.86,99.99,headwords, debut, coon, satrap, campus, soldering, stretchy
101.99,99.98,headwords, debut, cups, satrap, campus, soldering, stretchy
103.77,99.99,headwords, debut, cups, satrap, campus, soldering, tenser
103.43,99.99,headwords, debut, cups, satrap, campus, soldering, compute
103.61,99.99,headwords, debut, cups, satrap, campus, soldering, literals
103.36,99.99,headwords, debut, cups, satrap, campus, soldering, sponginess
102.98,99.99,headwords, debut, cups, satrap, campus, soldering, cyberpunk
103.79,99.99,headwords, debut, cups, satrap, campus, soldering, rescheduling
103.19,99.99,headwords, debut, cups, satrap, campus, soldering, grasshoppers
102.64,99.99,headwords, debut, vegan, satrap, campus, soldering, grasshoppers
102.48,99.99,headwords, debut, hygienists, satrap, campus, soldering, grasshoppers
102.45,99.99,headwords, debut, coexists, satrap, campus, soldering, grasshoppers
102.69,99.99,headwords, debut, undisclosed, satrap, campus, soldering, grasshoppers
102.57,99.99,headwords, debut, nosier, satrap, campus, soldering, random
101.68,99.98,headwords, debut, nosier, satrap, campus, soldering, fearfulness
102.22,99.99,headwords, debut, anecdote, satrap, campus, soldering, fearfulness
102.55,99.99,headwords, debut, conditionally, satrap, campus, soldering, fearfulness
103.52,99.99,headwords, debut, results, satrap, campus, soldering, fearfulness
103.12,99.99,headwords, debut, shallot, satrap, campus, soldering, fearfulness
104.21,100.0,headwords, debut, shallot, satrap, campus, soldering, belief
103.53,99.99,headwords, debut, shallot, satrap, campus, soldering, grumps
102.89,99.99,headwords, debut, cuticles, satrap, campus, soldering, grumps
102.7,99.99,headwords, debut, flotilla, satrap, campus, soldering, grumps
102.67,99.99,headwords, debut, tasked, satrap, campus, soldering, grumps
102.15,99.98,headwords, debut, superficial, satrap, campus, soldering, grumps
101.86,99.98,headwords, debut, staleness, satrap, campus, soldering, grumps
103.42,99.99,headwords, debut, conclusion, satrap, campus, soldering, grumps
103.57,99.99,headwords, debut, lance, satrap, campus, soldering, grumps
103.45,99.99,headwords, debut, puzzles, satrap, campus, soldering, grumps
104.19,100.0,headwords, debut, analyses, satrap, campus, soldering, grumps
103.12,99.99,headwords, debut, vultures, satrap, campus, soldering, grumps
102.5,99.99,headwords, debut, murderer, satrap, campus, soldering, wrinkle
102.47,99.99,headwords, debut, wills, satrap, campus, soldering, wrinkle
102.88,99.99,headwords, debut, dormouse, satrap, campus, soldering, wrinkle
102.13,99.98,headwords, debut, screenplay, satrap, campus, soldering, wrinkle
101.94,99.98,headwords, debut, regimens, satrap, campus, soldering, wrinkle
103.29,99.99,headwords, debut, weevil, satrap, campus, soldering, wrinkle
102.98,99.99,headwords, debut, weevil, satrap, campus, soldering, reliant
103.63,99.99,headwords, debut, weevil, satrap, campus, soldering, disestablished
103.74,99.99,headwords, debut, voyeuristic, satrap, campus, soldering, disestablished
103.6,99.99,headwords, debut, tarragon, satrap, campus, soldering, disestablished
103.39,99.99,headwords, debut, bloods, satrap, campus, soldering, disestablished
103.17,99.99,headwords, debut, clearings, satrap, campus, soldering, disestablished
103.42,99.99,headwords, debut, compromise, satrap, campus, soldering, disestablished
103.66,99.99,headwords, debut, advantage, satrap, campus, soldering, disestablished
103.93,99.99,headwords, debut, phobias, satrap, campus, soldering, disestablished
103.35,99.99,headwords, debut, plated, satrap, campus, soldering, disestablished
104.65,100.0,headwords, debut, heel, satrap, campus, soldering, disestablished
103.9,99.99,headwords, debut, heel, satrap, campus, soldering, iceberg
103.13,99.99,headwords, debut, heel, satrap, campus, soldering, supernatural
102.98,99.99,headwords, debut, heel, satrap, campus, soldering, insight
103.41,99.99,headwords, debut, heel, satrap, campus, soldering, ineffectiveness
103.63,99.99,headwords, debut, heel, satrap, campus, soldering, collapse
103.58,99.99,headwords, debut, heel, satrap, campus, soldering, objected
103.97,99.99,headwords, debut, heel, satrap, campus, soldering, abrogation
104.18,100.0,headwords, debut, heel, satrap, campus, soldering, libelling
104.58,100.0,headwords, debut, heel, satrap, campus, soldering, forwarder
103.97,99.99,headwords, debut, soaped, satrap, campus, soldering, forwarder
103.3,99.99,headwords, debut, permissions, satrap, campus, soldering, forwarder
103.27,99.99,headwords, debut, serfs, satrap, campus, soldering, forwarder
103.57,99.99,headwords, debut, fives, satrap, campus, soldering, forwarder
103.54,99.99,headwords, debut, foreclose, satrap, campus, soldering, forwarder
104.08,100.0,headwords, debut, mitt, satrap, campus, soldering, forwarder
103.77,99.99,headwords, debut, timeshare, satrap, campus, soldering, forwarder
103.97,99.99,headwords, debut, morbidly, satrap, campus, soldering, forwarder
104.03,100.0,headwords, debut, freeze, satrap, campus, soldering, forwarder
103.83,99.99,headwords, debut, angry, satrap, campus, soldering, forwarder
103.76,99.99,headwords, debut, laughing, satrap, campus, soldering, forwarder
103.85,99.99,headwords, debut, duchesses, satrap, campus, soldering, forwarder
104.03,100.0,headwords, debut, toothpaste, satrap, campus, soldering, forwarder
103.82,99.99,headwords, debut, grey, satrap, campus, soldering, forwarder
103.36,99.99,headwords, debut, gory, satrap, campus, soldering, forwarder
102.66,99.99,headwords, debut, meticulously, satrap, campus, soldering, forwarder
102.99,99.99,headwords, debut, ravishes, satrap, campus, soldering, forwarder
103.63,99.99,headwords, debut, kilotons, satrap, campus, soldering, forwarder
103.63,99.99,headwords, debut, cortical, satrap, campus, soldering, forwarder
103.62,99.99,headwords, debut, stiffer, satrap, campus, soldering, forwarder
103.59,99.99,headwords, debut, empirical, satrap, campus, soldering, forwarder
103.82,99.99,headwords, debut, deaths, satrap, campus, soldering, forwarder
103.78,99.99,headwords, debut, nocturnes, satrap, campus, soldering, forwarder
103.67,99.99,headwords, debut, pokers, satrap, campus, soldering, forwarder
103.72,99.99,headwords, debut, curies, satrap, campus, soldering, forwarder
103.96,99.99,headwords, debut, bought, satrap, campus, soldering, forwarder
103.95,99.99,headwords, debut, elixir, satrap, campus, soldering, forwarder
101.08,99.97,updated, debut, cols, resume, contradistinction, soldering, yelled
102.68,99.99,updated, debut, cols, induce, contradistinction, soldering, yelled
102.46,99.99,updated, debut, cols, gourmand, contradistinction, soldering, yelled
101.48,99.98,updated, debut, cols, eyeful, contradistinction, soldering, yelled
101.3,99.98,updated, debut, cols, chose, contradistinction, soldering, yelled
103.02,99.99,updated, debut, cols, incarcerate, contradistinction, soldering, yelled
102.91,99.99,updated, debut, cols, cincture, contradistinction, soldering, yelled
101.77,99.98,updated, debut, cols, congressional, contradistinction, soldering, yelled
102.72,99.99,updated, debut, cols, feces, contradistinction, soldering, yelled
101.01,99.97,updated, debut, cols, momentous, contradistinction, soldering, yelled
103.1,99.99,updated, debut, cols, insecticidal, contradistinction, soldering, yelled
101.96,99.98,updated, debut, cols, mope, contradistinction, soldering, yelled
101.93,99.98,updated, debut, cols, imitative, contradistinction, soldering, yelled
102.05,99.98,updated, debut, cols, topical, contradistinction, soldering, yelled
101.46,99.98,updated, debut, cols, shoelace, contradistinction, soldering, yelled
103.42,99.99,updated, debut, cols, grassland, contradistinction, soldering, yelled
101.74,99.98,updated, debut, cols, rower, contradistinction, soldering, yelled
102.57,99.99,updated, debut, cols, rodent, contradistinction, soldering, yelled
102.37,99.99,updated, debut, cols, eyesight, contradistinction, soldering, yelled
103.0,99.99,updated, debut, cols, malformation, contradistinction, soldering, yelled
103.15,99.99,updated, debut, cols, easterner, contradistinction, soldering, yelled
102.64,99.99,updated, debut, cols, weighs, contradistinction, soldering, yelled
102.33,99.99,updated, debut, cols, barrages, contradistinction, soldering, yelled
102.04,99.98,updated, debut, cols, banishment, contradistinction, soldering, yelled
102.56,99.99,updated, debut, cols, scandal, contradistinction, soldering, yelled
100.93,99.97,updated, debut, cols, sons, contradistinction, soldering, yelled
101.63,99.98,updated, debut, cols, fireplace, contradistinction, soldering, yelled
102.78,99.99,updated, debut, cols, goulashes, contradistinction, soldering, yelled
103.38,99.99,updated, debut, cols, invertebrates, contradistinction, soldering, yelled
102.49,99.99,updated, debut, cols, overpass, contradistinction, soldering, yelled
101.56,99.98,updated, debut, cols, psychopath, contradistinction, soldering, yelled
103.1,99.99,updated, debut, cols, stabilisation, contradistinction, soldering, yelled
102.7,99.99,updated, debut, cols, lyre, contradistinction, soldering, yelled
103.12,99.99,updated, debut, cols, mishits, contradistinction, soldering, yelled
102.15,99.99,updated, debut, cols, dahlia, contradistinction, soldering, yelled
101.68,99.98,updated, debut, cols, aptness, contradistinction, soldering, yelled
103.24,99.99,updated, debut, cols, axon, contradistinction, soldering, yelled
103.31,99.99,updated, debut, cols, greengage, contradistinction, soldering, yelled
103.17,99.99,updated, debut, cols, bobolinks, contradistinction, soldering, yelled
102.86,99.99,updated, debut, cols, commodes, contradistinction, soldering, yelled
102.07,99.98,updated, debut, cols, wiles, contradistinction, soldering, yelled
100.82,99.97,updated, debut, cols, brother, contradistinction, soldering, yelled
102.98,99.99,updated, debut, cols, discounts, contradistinction, soldering, yelled
102.6,99.99,updated, debut, cols, expansionists, contradistinction, soldering, yelled
102.07,99.98,updated, debut, cols, fractal, contradistinction, soldering, yelled
102.45,99.99,updated, debut, cols, dreadnoughts, contradistinction, soldering, yelled
101.98,99.98,updated, debut, cols, costumer, contradistinction, soldering, yelled
101.89,99.98,updated, debut, cols, sheaves, contradistinction, soldering, yelled
